order_id,product_id,quantity,discount,line_total
ORD000142,P0016,2,0.2,51.06
ORD000143,P0010,3,0.0,1010.73
ORD000143,P0004,2,0.0,194.48
ORD000144,P0004,2,0.15,165.31
ORD000144,P0009,2,0.15,317.7
ORD000144,P0017,1,0.1,7.6
ORD000145,P0004,2,0.0,194.48
ORD000146,P0020,1,0.0,27.26
ORD000146,P0017,3,0.0,25.32
ORD000146,P0021,1,0.15,20.85
ORD000147,P0001,1,0.05,44.16
ORD000148,P0006,1,0.0,46.81
ORD000148,P0022,1,0.1,49.06
ORD000149,P0020,2,0.0,54.52
ORD000150,P0002,1,0.1,105.56
ORD000150,P0007,1,0.05,105.21
ORD000151,P0022,1,0.1,49.06
ORD000151,P0005,1,0.0,63.09
ORD000151,P0008,2,0.15,323.1
ORD000151,P0001,1,0.0,46.48
ORD000152,P0021,3,0.15,62.55
ORD000153,P0018,2,0.0,83.6
ORD000154,P0007,1,0.0,110.75
ORD000154,P0012,1,0.0,23.15
ORD000154,P0005,1,0.1,56.78
ORD000155,P0005,1,0.0,63.09
ORD000156,P0007,3,0.0,332.25
ORD000157,P0015,1,0.0,8.21
ORD000158,P0006,2,0.05,88.94
ORD000159,P0022,2,0.05,103.57
ORD000159,P0005,1,0.2,50.47
ORD000159,P0008,1,0.2,152.05
ORD000160,P0006,1,0.15,39.79
ORD000161,P0004,1,0.1,87.52
ORD000162,P0007,1,0.05,105.21
ORD000162,P0020,1,0.0,27.26
ORD000163,P0005,1,0.15,53.63
ORD000164,P0019,1,0.0,43.71
ORD000164,P0010,2,0.0,673.82
ORD000165,P0010,2,0.2,539.06
ORD000166,P0008,1,0.05,180.56
ORD000167,P0021,1,0.1,22.08
ORD000168,P0009,1,0.05,177.54
ORD000168,P0003,1,0.0,17.48
ORD000168,P0011,1,0.0,283.41
ORD000169,P0022,1,0.0,54.51
ORD000169,P0014,1,0.15,9.64
ORD000169,P0007,1,0.15,94.14
ORD000169,P0002,2,0.0,234.58
ORD000170,P0021,1,0.0,24.53
ORD000171,P0008,1,0.05,180.56
ORD000172,P0008,1,0.1,171.05
ORD000172,P0021,1,0.15,20.85
ORD000173,P0020,2,0.05,51.79
ORD000173,P0006,1,0.0,46.81
ORD000173,P0017,2,0.0,16.88
ORD000174,P0007,1,0.0,110.75
ORD000174,P0008,1,0.0,190.06
ORD000175,P0006,1,0.05,44.47
ORD000176,P0014,2,0.05,21.55
ORD000176,P0017,1,0.05,8.02
ORD000177,P0002,2,0.1,211.12
ORD000177,P0007,2,0.05,210.42
ORD000177,P0008,1,0.0,190.06
ORD000178,P0007,2,0.2,177.2
ORD000178,P0008,2,0.15,323.1
ORD000179,P0003,1,0.0,17.48
ORD000180,P0004,1,0.1,87.52
ORD000181,P0012,1,0.0,23.15
ORD000182,P0002,2,0.15,199.39
ORD000182,P0015,1,0.1,7.39
ORD000183,P0002,1,0.1,105.56
ORD000183,P0020,1,0.0,27.26
ORD000183,P0015,1,0.1,7.39
ORD000183,P0022,2,0.15,92.67
ORD000184,P0019,1,0.0,43.71
ORD000184,P0010,1,0.1,303.22
ORD000184,P0016,3,0.0,95.73
ORD000185,P0019,3,0.0,131.13
ORD000186,P0012,2,0.1,41.67
ORD000186,P0011,1,0.0,283.41
ORD000186,P0021,1,0.0,24.53
ORD000187,P0021,1,0.15,20.85
ORD000188,P0002,2,0.15,199.39
ORD000188,P0020,1,0.1,24.53
ORD000189,P0017,3,0.05,24.05
ORD000189,P0021,3,0.0,73.59
ORD000190,P0001,1,0.0,46.48
ORD000191,P0011,1,0.0,283.41
ORD000191,P0003,1,0.05,16.61
ORD000191,P0007,3,0.15,282.41
ORD000191,P0017,3,0.05,24.05
ORD000192,P0014,1,0.15,9.64
ORD000193,P0020,1,0.0,27.26
ORD000193,P0016,2,0.15,54.25
ORD000194,P0015,3,0.0,24.63
ORD000195,P0014,3,0.0,34.02
ORD000196,P0018,1,0.0,41.8
ORD000196,P0003,1,0.1,15.73
ORD000196,P0022,1,0.15,46.33
ORD000197,P0019,1,0.1,39.34
ORD000197,P0005,1,0.0,63.09
ORD000197,P0013,2,0.0,11.6
ORD000198,P0005,1,0.0,63.09
ORD000198,P0013,1,0.0,5.8
ORD000199,P0019,1,0.0,43.71
ORD000200,P0022,1,0.1,49.06
ORD000201,P0017,1,0.15,7.17
ORD000201,P0001,1,0.0,46.48
ORD000202,P0007,1,0.1,99.68
ORD000202,P0019,2,0.0,87.42
ORD000203,P0011,1,0.1,255.07
ORD000203,P0005,2,0.0,126.18
ORD000203,P0019,1,0.0,43.71
ORD000203,P0012,2,0.0,46.3
ORD000204,P0009,2,0.1,336.38
ORD000205,P0014,1,0.0,11.34
ORD000205,P0002,1,0.0,117.29
ORD000205,P0010,1,0.0,336.91
ORD000206,P0005,1,0.15,53.63
ORD000206,P0017,2,0.0,16.88
ORD000207,P0015,1,0.0,8.21
ORD000208,P0008,2,0.0,380.12
ORD000208,P0010,2,0.05,640.13
ORD000209,P0007,1,0.0,110.75
ORD000209,P0019,1,0.0,43.71
ORD000209,P0008,2,0.0,380.12
ORD000210,P0017,2,0.1,15.19
ORD000210,P0022,1,0.0,54.51
ORD000211,P0004,2,0.05,184.76
ORD000212,P0021,1,0.05,23.3
ORD000213,P0014,1,0.05,10.77
ORD000213,P0021,2,0.1,44.15
ORD000214,P0014,1,0.2,9.07
ORD000214,P0012,1,0.1,20.84
ORD000215,P0003,1,0.0,17.48
ORD000215,P0018,1,0.0,41.8
ORD000216,P0003,2,0.05,33.21
ORD000216,P0008,1,0.0,190.06
ORD000216,P0021,2,0.1,44.15
ORD000217,P0013,1,0.0,5.8
ORD000218,P0020,2,0.1,49.07
ORD000218,P0017,1,0.0,8.44
ORD000219,P0022,1,0.0,54.51
ORD000219,P0014,2,0.0,22.68
ORD000219,P0018,1,0.0,41.8
ORD000220,P0006,2,0.0,93.62
ORD000221,P0010,2,0.1,606.44
ORD000221,P0018,1,0.1,37.62
ORD000222,P0013,1,0.1,5.22
ORD000223,P0014,1,0.05,10.77
ORD000224,P0006,3,0.0,140.43
ORD000225,P0003,3,0.1,47.2
ORD000225,P0014,2,0.0,22.68
ORD000226,P0013,3,0.05,16.53
ORD000226,P0015,1,0.1,7.39
ORD000226,P0006,1,0.0,46.81
ORD000226,P0012,3,0.15,59.03
ORD000227,P0009,2,0.05,355.07
ORD000227,P0019,1,0.15,37.15
ORD000228,P0018,1,0.05,39.71
ORD000228,P0013,1,0.0,5.8
ORD000228,P0003,1,0.0,17.48
ORD000229,P0001,1,0.05,44.16
ORD000230,P0016,1,0.15,27.12
ORD000231,P0019,1,0.0,43.71
ORD000231,P0021,3,0.2,58.87
ORD000232,P0004,3,0.1,262.55
ORD000232,P0014,1,0.15,9.64
ORD000233,P0006,1,0.15,39.79
ORD000234,P0005,1,0.0,63.09
ORD000234,P0001,1,0.1,41.83
ORD000235,P0008,2,0.0,380.12
ORD000235,P0021,1,0.0,24.53
ORD000235,P0009,1,0.0,186.88
ORD000236,P0007,1,0.0,110.75
ORD000236,P0019,3,0.1,118.02
ORD000237,P0001,1,0.0,46.48
ORD000237,P0016,1,0.05,30.31
ORD000237,P0006,1,0.0,46.81
ORD000238,P0011,1,0.05,269.24
ORD000238,P0022,3,0.1,147.18
ORD000239,P0011,1,0.05,269.24
ORD000240,P0014,1,0.0,11.34
ORD000240,P0017,1,0.05,8.02
ORD000241,P0021,1,0.0,24.53
ORD000242,P0016,3,0.05,90.94
ORD000243,P0011,1,0.0,283.41
ORD000243,P0015,1,0.05,7.8
ORD000244,P0020,1,0.0,27.26
ORD000245,P0013,1,0.05,5.51
ORD000246,P0020,1,0.1,24.53
ORD000247,P0012,2,0.2,37.04
ORD000248,P0011,1,0.1,255.07
ORD000249,P0019,2,0.05,83.05
ORD000250,P0020,1,0.0,27.26
ORD000251,P0012,2,0.05,43.98
ORD000251,P0002,2,0.0,234.58
ORD000251,P0010,1,0.0,336.91
ORD000251,P0005,1,0.0,63.09
ORD000252,P0019,1,0.2,34.97
ORD000252,P0011,1,0.1,255.07
ORD000253,P0011,2,0.0,566.82
ORD000254,P0019,1,0.0,43.71
ORD000254,P0008,1,0.05,180.56
ORD000255,P0009,2,0.0,373.76
ORD000255,P0015,1,0.05,7.8
ORD000255,P0013,1,0.0,5.8
ORD000256,P0012,1,0.1,20.84
ORD000256,P0022,1,0.05,51.78
ORD000256,P0003,1,0.0,17.48
ORD000257,P0017,1,0.0,8.44
ORD000257,P0019,3,0.05,124.57
ORD000258,P0015,1,0.05,7.8
ORD000258,P0009,1,0.05,177.54
ORD000258,P0002,3,0.0,351.87
ORD000259,P0014,1,0.15,9.64
ORD000260,P0008,1,0.0,190.06
ORD000260,P0002,1,0.1,105.56
ORD000260,P0007,1,0.05,105.21
ORD000261,P0001,1,0.0,46.48
ORD000262,P0010,1,0.0,336.91
ORD000263,P0003,1,0.05,16.61
ORD000264,P0003,3,0.15,44.57
ORD000264,P0007,2,0.1,199.35
ORD000265,P0014,3,0.0,34.02
ORD000266,P0012,1,0.0,23.15
ORD000266,P0015,1,0.15,6.98
ORD000266,P0013,1,0.0,5.8
ORD000267,P0014,1,0.05,10.77
ORD000267,P0006,2,0.0,93.62
ORD000267,P0017,1,0.1,7.6
ORD000268,P0009,2,0.05,355.07
ORD000268,P0021,1,0.15,20.85
ORD000268,P0006,2,0.05,88.94
ORD000269,P0002,1,0.0,117.29
ORD000269,P0014,1,0.1,10.21
ORD000269,P0021,1,0.0,24.53
ORD000269,P0019,1,0.05,41.52
ORD000270,P0006,1,0.2,37.45
ORD000270,P0001,1,0.05,44.16
ORD000270,P0020,1,0.0,27.26
ORD000271,P0019,1,0.1,39.34
ORD000272,P0011,2,0.2,453.46
ORD000273,P0022,1,0.0,54.51
ORD000274,P0010,1,0.0,336.91
ORD000275,P0021,1,0.0,24.53
ORD000276,P0010,2,0.0,673.82
ORD000277,P0013,2,0.0,11.6
ORD000277,P0007,1,0.05,105.21
ORD000278,P0001,1,0.1,41.83
ORD000278,P0019,2,0.0,87.42
ORD000279,P0008,3,0.15,484.65
ORD000280,P0022,1,0.1,49.06
ORD000280,P0010,3,0.05,960.19
ORD000280,P0011,2,0.1,510.14
ORD000280,P0009,1,0.05,177.54
ORD000281,P0009,1,0.15,158.85
ORD000281,P0018,1,0.05,39.71
ORD000282,P0003,2,0.05,33.21
ORD000283,P0018,1,0.05,39.71
ORD000284,P0013,1,0.1,5.22
ORD000285,P0007,1,0.0,110.75
ORD000285,P0020,1,0.15,23.17
ORD000286,P0018,1,0.05,39.71
ORD000286,P0008,3,0.0,570.18
ORD000287,P0010,1,0.0,336.91
ORD000287,P0019,1,0.15,37.15
ORD000288,P0022,3,0.0,163.53
ORD000289,P0016,1,0.05,30.31
ORD000290,P0015,2,0.1,14.78
ORD000291,P0019,1,0.0,43.71
ORD000292,P0015,1,0.0,8.21
ORD000292,P0013,2,0.05,11.02
ORD000293,P0003,2,0.0,34.96
ORD000293,P0006,1,0.0,46.81
ORD000294,P0007,1,0.05,105.21
ORD000294,P0012,1,0.05,21.99
ORD000294,P0015,1,0.05,7.8
ORD000294,P0013,2,0.0,11.6
ORD000295,P0022,1,0.05,51.78
ORD000295,P0003,3,0.05,49.82
ORD000295,P0006,1,0.1,42.13
ORD000296,P0001,3,0.2,111.55
ORD000296,P0004,1,0.0,97.24
ORD000297,P0008,1,0.05,180.56
ORD000298,P0018,1,0.1,37.62
ORD000298,P0013,3,0.05,16.53
ORD000298,P0015,1,0.0,8.21
ORD000299,P0009,1,0.0,186.88
ORD000299,P0014,1,0.15,9.64
ORD000300,P0021,2,0.05,46.61
ORD000300,P0017,2,0.15,14.35
ORD000300,P0011,2,0.05,538.48
ORD000301,P0005,1,0.0,63.09
ORD000301,P0019,3,0.2,104.9
ORD000302,P0011,1,0.0,283.41
ORD000302,P0010,1,0.05,320.06
ORD000303,P0017,1,0.05,8.02
ORD000304,P0006,1,0.0,46.81
ORD000304,P0001,2,0.0,92.96
ORD000305,P0009,1,0.0,186.88
ORD000305,P0005,1,0.1,56.78
ORD000305,P0019,1,0.05,41.52
ORD000306,P0011,2,0.2,453.46
ORD000307,P0020,2,0.05,51.79
ORD000308,P0021,1,0.1,22.08
ORD000308,P0016,1,0.1,28.72
ORD000309,P0016,1,0.15,27.12
ORD000310,P0012,1,0.0,23.15
ORD000310,P0009,1,0.2,149.5
ORD000310,P0008,1,0.15,161.55
ORD000311,P0010,1,0.1,303.22
ORD000312,P0004,1,0.0,97.24
ORD000313,P0003,1,0.05,16.61
ORD000314,P0011,1,0.05,269.24
ORD000314,P0021,2,0.0,49.06
ORD000314,P0005,2,0.05,119.87
ORD000314,P0022,1,0.1,49.06
ORD000315,P0017,1,0.0,8.44
ORD000316,P0010,1,0.0,336.91
ORD000317,P0017,1,0.05,8.02
ORD000317,P0014,1,0.0,11.34
ORD000318,P0010,1,0.1,303.22
ORD000319,P0004,1,0.05,92.38
ORD000320,P0004,3,0.1,262.55
ORD000321,P0007,1,0.1,99.68
ORD000321,P0018,1,0.05,39.71
ORD000321,P0006,2,0.0,93.62
ORD000322,P0010,1,0.05,320.06
ORD000323,P0019,1,0.1,39.34
ORD000324,P0018,2,0.0,83.6
ORD000325,P0013,1,0.0,5.8
ORD000326,P0018,1,0.0,41.8
ORD000326,P0007,3,0.0,332.25
ORD000326,P0001,3,0.0,139.44
ORD000327,P0022,1,0.0,54.51
ORD000327,P0013,1,0.05,5.51
ORD000327,P0006,1,0.0,46.81
ORD000328,P0005,1,0.15,53.63
ORD000328,P0019,2,0.1,78.68
ORD000328,P0012,1,0.0,23.15
ORD000328,P0007,3,0.0,332.25
ORD000329,P0018,1,0.0,41.8
ORD000329,P0005,2,0.15,107.25
ORD000330,P0012,2,0.1,41.67
ORD000331,P0013,2,0.0,11.6
ORD000331,P0006,1,0.2,37.45
ORD000332,P0016,1,0.0,31.91
ORD000332,P0006,2,0.0,93.62
ORD000333,P0003,1,0.0,17.48
ORD000334,P0018,1,0.1,37.62
ORD000335,P0021,1,0.0,24.53
ORD000335,P0022,1,0.0,54.51
ORD000336,P0021,2,0.1,44.15
ORD000337,P0013,1,0.0,5.8
ORD000337,P0012,1,0.05,21.99
ORD000338,P0022,1,0.0,54.51
ORD000338,P0014,1,0.1,10.21
ORD000338,P0012,1,0.05,21.99
ORD000339,P0016,1,0.0,31.91
ORD000339,P0006,1,0.0,46.81
ORD000339,P0005,3,0.0,189.27
ORD000340,P0007,1,0.2,88.6
ORD000340,P0011,2,0.05,538.48
ORD000341,P0001,1,0.05,44.16
ORD000341,P0015,1,0.1,7.39
ORD000342,P0009,1,0.15,158.85
ORD000343,P0013,1,0.0,5.8
ORD000343,P0007,2,0.05,210.42
ORD000344,P0015,1,0.15,6.98
ORD000344,P0016,1,0.0,31.91
ORD000345,P0016,1,0.05,30.31
ORD000346,P0009,1,0.1,168.19
ORD000347,P0009,1,0.0,186.88
ORD000347,P0010,2,0.0,673.82
ORD000347,P0003,2,0.1,31.46
ORD000348,P0022,1,0.05,51.78
ORD000349,P0010,1,0.1,303.22
ORD000349,P0018,1,0.1,37.62
ORD000349,P0012,2,0.0,46.3
ORD000349,P0001,1,0.05,44.16
ORD000350,P0017,1,0.0,8.44
ORD000351,P0018,1,0.0,41.8
ORD000351,P0013,1,0.05,5.51
ORD000351,P0021,1,0.1,22.08
ORD000352,P0011,1,0.05,269.24
ORD000353,P0009,2,0.15,317.7
ORD000353,P0002,2,0.05,222.85
ORD000353,P0020,1,0.2,21.81
ORD000354,P0014,1,0.1,10.21
ORD000354,P0003,3,0.15,44.57
ORD000354,P0020,2,0.0,54.52
ORD000355,P0009,1,0.0,186.88
ORD000355,P0015,2,0.05,15.6
ORD000355,P0022,1,0.05,51.78
ORD000355,P0011,1,0.05,269.24
ORD000356,P0002,3,0.05,334.28
ORD000356,P0004,1,0.1,87.52
ORD000357,P0002,1,0.1,105.56
ORD000358,P0013,2,0.0,11.6
ORD000359,P0022,1,0.0,54.51
ORD000360,P0012,1,0.1,20.84
ORD000360,P0008,3,0.15,484.65
ORD000361,P0002,2,0.2,187.66
ORD000361,P0011,1,0.0,283.41
ORD000361,P0015,1,0.0,8.21
ORD000362,P0009,2,0.1,336.38
ORD000363,P0016,2,0.2,51.06
ORD000364,P0002,1,0.05,111.43
ORD000365,P0003,2,0.0,34.96
ORD000365,P0019,1,0.15,37.15
ORD000366,P0014,3,0.15,28.92
ORD000366,P0019,1,0.0,43.71
ORD000367,P0012,1,0.0,23.15
ORD000368,P0007,2,0.0,221.5
ORD000368,P0015,1,0.15,6.98
ORD000369,P0009,1,0.0,186.88
ORD000370,P0009,1,0.0,186.88
ORD000370,P0021,1,0.15,20.85
ORD000370,P0003,1,0.2,13.98
ORD000370,P0005,1,0.1,56.78
ORD000371,P0012,1,0.0,23.15
