customer_id,recency,frequency,monetary,segment,churned
CUST00111,106,2,321.02,At Risk,0
CUST00112,534,2,80.97,At Risk,1
CUST00113,9,17,3197.12,Champions,0
CUST00114,17,14,2367.7799999999997,Champions,0
CUST00115,15,17,3858.64,Champions,0
CUST00116,118,6,730.36,Potential Loyalists,0
CUST00117,12,8,1918.76,Champions,0
CUST00119,401,4,1590.63,Potential Loyalists,1
CUST00120,82,2,11.6,At Risk,0
CUST00121,15,5,1809.91,Loyal Customers,0
CUST00122,123,1,713.67,At Risk,1
CUST00123,45,5,992.54,Potential Loyalists,0
CUST00124,62,7,769.06,Potential Loyalists,0
CUST00125,338,2,834.62,At Risk,1
CUST00127,7,3,556.53,Loyal Customers,0
CUST00128,7,14,2121.06,Champions,0
CUST00129,11,7,616.47,Loyal Customers,0
CUST00130,23,3,521.79,Potential Loyalists,0
CUST00131,8,14,3088.3,Champions,0
CUST00132,65,8,1545.6,Loyal Customers,0
CUST00133,112,6,1647.13,Potential Loyalists,0
CUST00134,14,3,164.45999999999998,Potential Loyalists,0
CUST00135,108,5,1838.42,Potential Loyalists,0
CUST00136,9,8,1159.0,Champions,0
CUST00137,15,3,328.90000000000003,Potential Loyalists,0
CUST00138,7,7,1597.8,Champions,0
CUST00139,137,4,760.19,Potential Loyalists,1
CUST00140,53,3,462.48,Potential Loyalists,0
CUST00141,9,4,534.51,Loyal Customers,0
CUST00144,1,7,1273.65,Champions,0
CUST00146,138,8,1898.09,Loyal Customers,1
CUST00147,121,5,862.0300000000001,Potential Loyalists,1
CUST00149,5,26,3820.4700000000003,Champions,0
CUST00150,37,4,1621.93,Loyal Customers,0
CUST00151,71,1,449.5,At Risk,0
CUST00153,30,3,209.56,Potential Loyalists,0
CUST00155,52,7,2551.49,Loyal Customers,0
CUST00156,10,20,4846.05,Champions,0
CUST00157,52,2,364.23,At Risk,0
CUST00158,42,5,2002.03,Loyal Customers,0
CUST00159,38,8,1486.26,Loyal Customers,0
CUST00160,8,9,1241.48,Champions,0
CUST00161,67,1,206.95,At Risk,0
CUST00162,29,2,119.6,Needs Attention,0
CUST00163,461,1,151.77,At Risk,1
CUST00164,132,9,1181.69,Loyal Customers,1
CUST00165,25,9,1115.82,Loyal Customers,0
CUST00167,182,1,177.54,At Risk,1
CUST00168,199,9,2108.96,Potential Loyalists,1
CUST00169,18,3,1245.33,Loyal Customers,0
CUST00170,14,26,4118.1,Champions,0
CUST00171,7,16,4286.02,Champions,0
CUST00172,26,2,814.8100000000001,Potential Loyalists,0
CUST00173,18,7,1099.2,Loyal Customers,0
CUST00174,60,5,900.88,Potential Loyalists,0
CUST00176,264,6,998.47,At Risk,1
CUST00177,11,8,1662.93,Champions,0
CUST00179,9,12,2228.94,Champions,0
CUST00180,17,8,3682.15,Champions,0
CUST00181,5,18,4117.57,Champions,0
CUST00183,4,7,1994.5,Champions,0
CUST00184,142,9,958.9800000000001,Potential Loyalists,1
CUST00185,68,1,142.68,At Risk,0
CUST00186,22,9,741.12,Loyal Customers,0
CUST00187,41,2,112.71,Needs Attention,0
CUST00188,280,1,127.36,At Risk,1
CUST00189,80,8,757.0500000000001,Potential Loyalists,0
CUST00190,75,5,532.73,Potential Loyalists,0
CUST00191,238,1,48.11,At Risk,1
CUST00192,23,19,3986.69,Champions,0
CUST00193,8,14,2729.48,Champions,0
CUST00194,8,4,1644.27,Loyal Customers,0
CUST00195,99,9,1644.31,Loyal Customers,0
CUST00196,86,3,161.25,At Risk,0
CUST00197,31,14,3070.61,Champions,0
CUST00198,11,14,2194.49,Champions,0
CUST00199,70,12,2855.4700000000003,Champions,0
CUST00200,37,13,2560.29,Champions,0
CUST00202,8,15,2807.13,Champions,0
CUST00203,156,1,6.98,At Risk,1
CUST00204,175,5,1099.33,Potential Loyalists,1
CUST00205,228,1,65.58,At Risk,1
CUST00206,9,25,5165.32,Champions,0
CUST00207,11,13,3979.45,Champions,0
CUST00208,67,9,2341.01,Loyal Customers,0
CUST00209,253,5,1434.52,Potential Loyalists,1
CUST00210,217,4,648.29,At Risk,1
CUST00211,183,13,1617.16,Loyal Customers,1
CUST00212,436,3,728.08,At Risk,1
CUST00213,94,2,130.68,At Risk,0
CUST00214,326,1,84.59,At Risk,1
CUST00215,35,15,2678.13,Champions,0
CUST00216,246,6,2494.12,Potential Loyalists,1
CUST00217,543,1,162.28,At Risk,1
CUST00219,25,10,1855.73,Loyal Customers,0
CUST00221,142,8,742.79,Potential Loyalists,1
CUST00222,13,20,3527.83,Champions,0
CUST00223,74,3,330.89,At Risk,0
CUST00225,27,7,884.95,Loyal Customers,0
CUST00226,50,8,895.22,Potential Loyalists,0
CUST00227,10,4,1432.1599999999999,Loyal Customers,0
CUST00228,10,23,4215.39,Champions,0
CUST00229,558,2,148.13,At Risk,1
CUST00230,30,6,1757.63,Loyal Customers,0
CUST00231,73,8,1531.51,Loyal Customers,0
CUST00232,12,15,3220.08,Champions,0
CUST00234,131,8,1291.4699999999998,Loyal Customers,1
CUST00235,7,4,1803.51,Loyal Customers,0
CUST00236,86,4,1012.44,Potential Loyalists,0
CUST00237,123,2,857.76,At Risk,1
CUST00238,21,13,2078.55,Champions,0
CUST00239,75,1,177.54,At Risk,0
CUST00240,74,2,645.4,At Risk,0
CUST00241,340,2,1360.74,At Risk,1
CUST00242,20,13,2736.84,Champions,0
CUST00243,68,7,2414.69,Loyal Customers,0
CUST00244,4,18,2496.13,Champions,0
CUST00245,188,2,66.46,At Risk,1
CUST00246,7,7,1369.71,Champions,0
CUST00247,19,5,511.42,Potential Loyalists,0
CUST00248,30,10,1957.1699999999998,Loyal Customers,0
CUST00249,26,12,3492.4600000000005,Champions,0
CUST00250,387,2,317.7,At Risk,1
CUST00251,67,2,237.15,At Risk,0
CUST00253,15,5,1097.02,Potential Loyalists,0
CUST00254,358,3,1680.1799999999998,Potential Loyalists,1
CUST00255,314,2,76.76,At Risk,1
CUST00256,283,4,839.9300000000001,At Risk,1
CUST00257,19,8,2019.0099999999998,Loyal Customers,0
CUST00258,318,4,359.35,At Risk,1
CUST00259,21,8,1933.91,Loyal Customers,0
CUST00261,220,1,10.77,At Risk,1
CUST00262,9,12,1613.96,Champions,0
CUST00263,6,3,216.71,Potential Loyalists,0
CUST00264,144,3,672.46,Potential Loyalists,1
CUST00265,108,2,78.28999999999999,At Risk,0
CUST00266,27,2,346.06,Needs Attention,0
CUST00267,107,1,35.17,At Risk,0
CUST00268,83,3,925.3100000000001,Potential Loyalists,0
CUST00269,28,17,3675.2400000000002,Champions,0
CUST00270,15,9,1185.2,Loyal Customers,0
CUST00271,22,6,1323.38,Loyal Customers,0
CUST00272,117,3,269.73,At Risk,0
CUST00273,54,2,607.6999999999999,At Risk,0
CUST00274,5,10,1319.61,Champions,0
CUST00275,1,16,3061.4,Champions,0
CUST00276,303,2,593.4,At Risk,1
CUST00277,46,2,251.37,Needs Attention,0
CUST00278,139,2,665.5100000000001,At Risk,1
CUST00279,15,7,816.8199999999999,Loyal Customers,0
CUST00280,5,27,4264.0,Champions,0
CUST00282,152,5,1767.93,Potential Loyalists,1
CUST00284,9,18,2887.42,Champions,0
CUST00285,169,2,346.83000000000004,At Risk,1
CUST00286,176,2,941.5600000000001,At Risk,1
CUST00287,63,4,1100.4099999999999,Potential Loyalists,0
CUST00288,238,8,2039.17,Potential Loyalists,1
CUST00289,3,9,1683.28,Champions,0
CUST00290,307,4,928.99,At Risk,1
CUST00291,372,4,882.2800000000001,At Risk,1
CUST00292,119,2,726.26,At Risk,0
CUST00293,8,1,431.05,Potential Loyalists,0
CUST00294,11,6,633.34,Loyal Customers,0
CUST00295,108,2,477.45000000000005,At Risk,0
CUST00296,57,2,265.82,At Risk,0
CUST00297,6,10,2462.42,Champions,0
CUST00298,8,32,8014.66,Champions,0
CUST00299,6,5,1144.0700000000002,Loyal Customers,0
CUST00300,72,1,361.27,At Risk,0
CUST00302,65,16,3491.7599999999998,Champions,0
CUST00303,305,2,164.34,At Risk,1
CUST00305,4,9,819.32,Loyal Customers,0
CUST00306,41,6,1750.97,Loyal Customers,0
CUST00307,179,4,264.41,At Risk,1
CUST00308,194,3,355.01000000000005,At Risk,1
CUST00310,9,32,8217.81,Champions,0
CUST00312,107,3,1039.08,Potential Loyalists,0
CUST00313,30,12,1988.2,Champions,0
CUST00314,120,6,900.64,Potential Loyalists,0
CUST00316,549,1,27.26,At Risk,1
CUST00317,6,4,545.73,Loyal Customers,0
CUST00318,139,9,1994.57,Loyal Customers,1
CUST00319,54,14,3100.2400000000002,Champions,0
CUST00320,512,1,425.27,At Risk,1
CUST00321,686,1,33.21,At Risk,1
CUST00322,21,16,3962.33,Champions,0
CUST00323,100,9,3216.0699999999997,Loyal Customers,0
CUST00324,96,12,1522.0800000000002,Loyal Customers,0
CUST00325,246,1,172.48,At Risk,1
CUST00326,25,8,560.83,Loyal Customers,0
CUST00327,6,17,2686.09,Champions,0
CUST00328,36,8,2287.94,Champions,0
CUST00329,165,1,31.91,At Risk,1
CUST00330,186,1,156.56,At Risk,1
CUST00331,92,4,373.28000000000003,At Risk,0
CUST00333,70,7,1943.11,Loyal Customers,0
CUST00334,19,29,5724.08,Champions,0
CUST00335,517,1,143.96,At Risk,1
CUST00336,6,9,2769.23,Champions,0
CUST00337,245,1,110.75,At Risk,1
CUST00338,63,11,1726.05,Loyal Customers,0
CUST00339,4,30,6519.83,Champions,0
CUST00342,240,4,1751.09,Potential Loyalists,1
CUST00343,110,1,34.23,At Risk,0
CUST00344,16,13,4051.94,Champions,0
CUST00345,15,17,3475.38,Champions,0
CUST00346,48,5,1905.78,Loyal Customers,0
CUST00347,272,2,20.42,At Risk,1
CUST00348,9,4,534.44,Loyal Customers,0
CUST00349,450,3,248.27,At Risk,1
CUST00351,2,6,331.87,Potential Loyalists,0
CUST00352,259,7,533.39,Potential Loyalists,1
CUST00353,5,12,2685.98,Champions,0
CUST00354,11,5,762.11,Loyal Customers,0
CUST00355,28,6,806.25,Loyal Customers,0
CUST00356,282,1,269.24,At Risk,1
CUST00357,214,1,360.82,At Risk,1
CUST00358,28,14,2968.88,Champions,0
CUST00359,10,13,2679.36,Champions,0
CUST00361,637,1,93.62,At Risk,1
CUST00364,25,1,11.34,Needs Attention,0
CUST00366,11,7,1407.09,Champions,0
CUST00367,200,7,1265.53,Potential Loyalists,1
CUST00368,264,5,442.04,At Risk,1
CUST00369,1,5,820.03,Loyal Customers,0
CUST00370,303,1,47.78,At Risk,1
CUST00371,34,15,4650.42,Champions,0
CUST00372,22,16,3352.2,Champions,0
CUST00373,27,16,3316.26,Champions,0
CUST00374,102,8,2205.26,Loyal Customers,0
CUST00375,11,17,5208.73,Champions,0
CUST00376,21,7,1896.63,Loyal Customers,0
CUST00377,149,2,328.12,At Risk,1
CUST00378,20,8,2167.5699999999997,Champions,0
CUST00379,105,6,1041.16,Potential Loyalists,0
CUST00380,14,6,1027.09,Loyal Customers,0
CUST00381,50,2,87.12,At Risk,0
CUST00383,34,4,329.15,Potential Loyalists,0
CUST00384,6,18,3231.0,Champions,0
CUST00385,29,4,627.06,Potential Loyalists,0
CUST00386,177,2,95.53999999999999,At Risk,1
CUST00388,219,1,124.57,At Risk,1
CUST00389,51,19,5116.54,Champions,0
CUST00390,78,8,1272.62,Loyal Customers,0
CUST00391,8,12,1953.8400000000001,Champions,0
CUST00392,58,6,1579.6799999999998,Loyal Customers,0
CUST00393,50,7,1282.49,Loyal Customers,0
CUST00394,14,2,626.25,Potential Loyalists,0
CUST00395,20,6,1443.82,Loyal Customers,0
CUST00396,189,4,682.5500000000001,At Risk,1
CUST00397,4,4,2022.78,Loyal Customers,0
CUST00398,94,5,1124.33,Potential Loyalists,0
CUST00399,14,26,6271.59,Champions,0
CUST00401,3,13,2771.34,Champions,0
CUST00402,12,6,1214.1,Champions,0
CUST00403,153,1,70.51,At Risk,1
CUST00405,7,5,907.32,Loyal Customers,0
CUST00406,3,13,1966.8,Champions,0
CUST00407,109,1,190.06,At Risk,0
CUST00408,82,4,793.18,Potential Loyalists,0
CUST00409,54,15,2779.04,Champions,0
CUST00410,83,1,239.85,At Risk,0
CUST00411,59,9,1552.5,Loyal Customers,0
CUST00412,188,7,1134.41,Potential Loyalists,1
CUST00413,30,9,1331.26,Loyal Customers,0
CUST00414,10,6,481.65,Loyal Customers,0
CUST00415,617,2,183.62,At Risk,1
CUST00416,635,1,78.68,At Risk,1
CUST00417,98,2,410.28,At Risk,0
CUST00419,26,3,372.4,Potential Loyalists,0
CUST00420,5,18,3171.88,Champions,0
CUST00421,20,19,5041.59,Champions,0
CUST00422,151,10,1235.39,Potential Loyalists,1
CUST00423,94,2,725.02,At Risk,0
CUST00424,88,3,820.24,Potential Loyalists,0
CUST00425,13,5,353.38,Potential Loyalists,0
CUST00426,391,2,87.42,At Risk,1
CUST00427,303,3,473.71,At Risk,1
CUST00428,94,5,2103.78,Potential Loyalists,0
CUST00429,50,3,231.23000000000002,At Risk,0
CUST00430,4,5,1330.73,Loyal Customers,0
CUST00431,146,9,1129.64,Loyal Customers,1
CUST00432,79,13,1889.7,Loyal Customers,0
CUST00433,338,1,69.88,At Risk,1
CUST00434,177,14,2708.73,Loyal Customers,1
CUST00435,59,14,2979.21,Champions,0
CUST00436,36,2,609.62,Potential Loyalists,0
CUST00437,397,1,125.17,At Risk,1
CUST00438,26,5,592.74,Potential Loyalists,0
CUST00439,29,18,3328.6400000000003,Champions,0
CUST00440,59,11,2954.0,Champions,0
CUST00442,63,6,1615.8899999999999,Loyal Customers,0
CUST00443,187,5,1290.01,Potential Loyalists,1
CUST00444,108,4,754.67,Potential Loyalists,0
CUST00445,293,1,160.54,At Risk,1
CUST00446,11,14,2458.84,Champions,0
CUST00447,14,10,3259.42,Champions,0
CUST00448,25,13,2166.0,Champions,0
CUST00449,98,6,1694.48,Loyal Customers,0
CUST00450,4,10,2700.41,Champions,0
CUST00451,246,5,605.05,At Risk,1
CUST00452,218,4,1254.67,Potential Loyalists,1
CUST00453,274,1,83.98,At Risk,1
CUST00454,67,7,1792.1100000000001,Loyal Customers,0
CUST00455,421,1,102.35,At Risk,1
CUST00456,33,10,2676.2,Champions,0
CUST00457,548,1,16.88,At Risk,1
CUST00459,389,1,177.12,At Risk,1
CUST00461,54,9,1398.52,Loyal Customers,0
CUST00462,24,11,3757.86,Champions,0
CUST00463,23,6,995.01,Loyal Customers,0
CUST00464,58,1,420.86,At Risk,0
CUST00465,455,1,39.34,At Risk,1
CUST00466,429,1,358.72,At Risk,1
CUST00467,430,1,69.47,At Risk,1
CUST00468,14,14,3470.24,Champions,0
CUST00469,90,1,105.21,At Risk,0
CUST00470,159,2,203.16,At Risk,1
CUST00471,473,1,951.48,At Risk,1
CUST00472,591,1,9.07,At Risk,1
CUST00473,363,3,1432.88,Potential Loyalists,1
CUST00474,278,3,225.53,At Risk,1
CUST00477,14,4,578.46,Potential Loyalists,0
CUST00478,9,2,347.83,Potential Loyalists,0
CUST00479,265,3,496.6,At Risk,1
CUST00480,7,25,3824.37,Champions,0
CUST00481,22,6,1745.53,Loyal Customers,0
CUST00482,14,8,1670.62,Loyal Customers,0
CUST00483,16,4,1884.1000000000001,Loyal Customers,0
CUST00484,358,5,864.81,At Risk,1
CUST00485,33,6,816.31,Loyal Customers,0
CUST00486,38,6,1203.35,Loyal Customers,0
CUST00487,27,7,976.58,Loyal Customers,0
CUST00488,77,2,100.15,At Risk,0
CUST00489,306,3,435.67,At Risk,1
CUST00490,180,4,1258.04,Potential Loyalists,1
CUST00491,4,16,3153.87,Champions,0
CUST00492,10,7,1480.92,Champions,0
CUST00493,66,7,2369.8,Loyal Customers,0
CUST00495,4,6,525.59,Loyal Customers,0
CUST00496,65,2,308.49,At Risk,0
CUST00497,204,1,126.91,At Risk,1
CUST00499,3,10,2154.0699999999997,Champions,0
CUST00500,22,5,2383.58,Loyal Customers,0
CUST00501,15,2,1018.4200000000001,Potential Loyalists,0
CUST00502,17,12,2178.95,Champions,0
CUST00503,345,1,336.91,At Risk,1
CUST00504,101,5,724.6700000000001,Potential Loyalists,0
CUST00505,129,4,404.8,At Risk,1
CUST00506,293,2,39.849999999999994,At Risk,1
CUST00507,13,15,2602.06,Champions,0
CUST00508,27,1,111.46,Needs Attention,0
CUST00509,228,3,1501.24,Potential Loyalists,1
CUST00510,8,5,870.4100000000001,Loyal Customers,0
CUST00511,70,9,2209.06,Loyal Customers,0
CUST00512,70,3,535.98,Potential Loyalists,0
CUST00513,693,2,141.13,At Risk,1
CUST00515,23,7,968.39,Loyal Customers,0
CUST00516,298,1,392.87,At Risk,1
CUST00517,34,9,1883.31,Loyal Customers,0
CUST00518,15,12,1812.5500000000002,Champions,0
CUST00519,32,8,2113.73,Loyal Customers,0
CUST00520,80,8,1500.87,Loyal Customers,0
CUST00521,166,3,1893.66,Potential Loyalists,1
CUST00522,79,14,2633.88,Champions,0
CUST00523,61,4,411.83,At Risk,0
CUST00524,602,1,138.01,At Risk,1
CUST00525,23,18,3290.96,Champions,0
CUST00526,91,13,2285.52,Champions,0
CUST00527,115,5,577.8299999999999,Potential Loyalists,0
CUST00529,30,2,246.62,Needs Attention,0
CUST00530,4,16,3671.55,Champions,0
CUST00531,6,20,3696.39,Champions,0
CUST00532,33,2,375.95,Needs Attention,0
CUST00534,4,20,3449.72,Champions,0
CUST00535,9,8,1216.7600000000002,Champions,0
CUST00536,55,4,1098.54,Potential Loyalists,0
CUST00537,48,17,2365.82,Champions,0
CUST00539,147,7,1512.21,Loyal Customers,1
CUST00541,58,3,114.6,At Risk,0
CUST00542,18,11,3489.38,Champions,0
CUST00543,153,2,121.25999999999999,At Risk,1
CUST00544,20,34,6265.71,Champions,0
CUST00546,148,4,593.1999999999999,Potential Loyalists,1
CUST00547,17,3,604.12,Potential Loyalists,0
CUST00548,462,1,63.96,At Risk,1
CUST00549,492,2,449.63,At Risk,1
CUST00550,366,1,57.82,At Risk,1
CUST00551,130,5,828.41,Potential Loyalists,1
CUST00552,69,3,372.28,At Risk,0
CUST00553,39,7,937.95,Loyal Customers,0
CUST00554,10,5,562.27,Loyal Customers,0
CUST00555,18,7,1350.6100000000001,Loyal Customers,0
CUST00557,6,4,202.26999999999998,Potential Loyalists,0
CUST00558,165,8,3116.02,Loyal Customers,1
CUST00559,24,7,1015.93,Loyal Customers,0
CUST00561,55,9,2239.81,Loyal Customers,0
CUST00562,7,12,2082.9,Champions,0
CUST00563,168,7,956.69,Potential Loyalists,1
CUST00564,12,3,1289.6100000000001,Loyal Customers,0
CUST00565,84,7,1269.48,Loyal Customers,0
CUST00566,59,5,2088.91,Potential Loyalists,0
CUST00567,39,15,4013.0,Champions,0
CUST00568,2,16,4823.33,Champions,0
CUST00569,4,5,1971.1599999999999,Loyal Customers,0
CUST00570,71,7,1654.3700000000001,Loyal Customers,0
CUST00571,550,1,57.44,At Risk,1
CUST00572,5,8,1469.23,Champions,0
CUST00573,21,6,823.4300000000001,Loyal Customers,0
CUST00574,16,12,1846.4199999999998,Champions,0
CUST00575,554,1,275.9,At Risk,1
CUST00577,9,16,3161.18,Champions,0
CUST00578,29,10,956.75,Loyal Customers,0
CUST00579,7,22,3908.64,Champions,0
CUST00580,80,6,851.9300000000001,Potential Loyalists,0
CUST00581,9,11,2615.46,Champions,0
CUST00582,161,7,1558.7400000000002,Potential Loyalists,1
CUST00583,16,13,2621.37,Champions,0
CUST00584,10,5,613.4000000000001,Loyal Customers,0
CUST00585,4,9,1451.35,Champions,0
CUST00587,303,2,212.95,At Risk,1
CUST00588,56,10,2055.5099999999998,Loyal Customers,0
CUST00589,486,2,731.5699999999999,At Risk,1
CUST00591,123,4,1257.0900000000001,Potential Loyalists,1
CUST00593,123,3,760.01,Potential Loyalists,1
CUST00594,73,3,1168.57,Potential Loyalists,0
CUST00595,2,13,2505.86,Champions,0
CUST00596,4,7,551.59,Loyal Customers,0
CUST00597,693,1,37.26,At Risk,1
CUST00599,8,12,3824.9300000000003,Champions,0
CUST00600,348,1,163.72,At Risk,1
CUST00601,18,12,3093.8900000000003,Champions,0
CUST00602,85,5,874.56,Potential Loyalists,0
CUST00603,7,13,5668.63,Champions,0
CUST00604,175,1,8.21,At Risk,1
CUST00605,5,11,2583.6400000000003,Champions,0
CUST00606,362,2,208.59,At Risk,1
CUST00607,185,17,2911.06,Loyal Customers,1
CUST00608,86,5,1302.21,Potential Loyalists,0
CUST00609,6,3,166.25,Potential Loyalists,0
CUST00610,380,1,121.67,At Risk,1
CUST00611,12,2,92.96,Potential Loyalists,0
CUST00612,77,9,1282.1799999999998,Loyal Customers,0
CUST00613,81,3,1070.8899999999999,Potential Loyalists,0
CUST00614,3,6,1179.99,Champions,0
CUST00616,32,4,758.5,Potential Loyalists,0
CUST00617,93,8,2135.44,Loyal Customers,0
CUST00618,1,13,3045.29,Champions,0
CUST00619,36,7,1776.1999999999998,Loyal Customers,0
CUST00620,151,2,428.4,At Risk,1
CUST00621,103,1,859.12,At Risk,0
CUST00622,22,7,1448.51,Loyal Customers,0
CUST00623,5,3,126.44999999999999,Potential Loyalists,0
CUST00624,172,2,450.91,At Risk,1
CUST00628,9,16,3689.51,Champions,0
CUST00629,64,2,10.44,At Risk,0
CUST00630,12,6,1936.7599999999998,Champions,0
CUST00632,140,8,1065.14,Potential Loyalists,1
CUST00633,37,5,849.66,Potential Loyalists,0
CUST00634,7,20,4235.24,Champions,0
CUST00635,37,20,2794.79,Champions,0
CUST00636,699,2,463.19,At Risk,1
CUST00637,64,13,3426.11,Champions,0
CUST00638,7,28,5355.86,Champions,0
CUST00639,8,11,1343.3700000000001,Champions,0
CUST00640,21,12,2693.76,Champions,0
CUST00641,242,1,325.86,At Risk,1
CUST00642,5,6,623.1700000000001,Loyal Customers,0
CUST00643,45,1,45.59,Needs Attention,0
CUST00644,289,2,241.39,At Risk,1
CUST00645,10,53,13498.06,Champions,0
CUST00646,252,1,135.38,At Risk,1
CUST00647,27,6,1398.69,Loyal Customers,0
CUST00648,1,11,3213.6800000000003,Champions,0
CUST00649,29,12,2969.93,Champions,0
CUST00650,6,38,8817.48,Champions,0
CUST00653,83,3,293.37,At Risk,0
CUST00654,26,2,422.24,Potential Loyalists,0
CUST00656,230,2,239.49,At Risk,1
CUST00657,30,11,5144.0,Champions,0
CUST00658,434,2,468.57,At Risk,1
CUST00659,490,2,187.34,At Risk,1
CUST00660,116,6,1026.64,Potential Loyalists,0
CUST00661,210,1,456.12,At Risk,1
CUST00663,2,6,699.22,Loyal Customers,0
CUST00664,20,7,1149.69,Loyal Customers,0
CUST00665,4,12,2254.39,Champions,0
CUST00666,35,1,120.07,Needs Attention,0
CUST00667,46,17,3377.4700000000003,Champions,0
CUST00668,6,10,2120.51,Champions,0
CUST00669,376,3,370.67,At Risk,1
CUST00670,21,10,2642.47,Champions,0
CUST00671,48,11,1829.64,Champions,0
CUST00672,121,7,1065.98,Potential Loyalists,1
CUST00673,4,10,862.49,Loyal Customers,0
CUST00674,22,25,4396.61,Champions,0
CUST00675,386,5,861.2,At Risk,1
CUST00676,480,3,344.93,At Risk,1
CUST00677,69,7,2135.54,Loyal Customers,0
CUST00678,7,4,1146.65,Loyal Customers,0
CUST00680,10,10,2279.73,Champions,0
CUST00681,24,13,1304.65,Champions,0
CUST00682,10,20,3456.28,Champions,0
CUST00683,333,4,261.03,At Risk,1
CUST00684,105,3,1354.08,Potential Loyalists,0
CUST00686,18,31,6428.360000000001,Champions,0
CUST00687,2,22,1947.98,Champions,0
CUST00688,135,7,494.31,Potential Loyalists,1
